district_code,dog_breed,dog_breed_group,dog_count,population,population_density,area_km2,avg_age,dog_size,adaptability,dog_density
91400,Labradane,Mixed Breed Dogs,29,84.973,2516.73,33.76,45.0,Very Large,2.4,0.34
91400,Leonberger,Working Dogs,7,84.973,2516.73,33.76,45.0,Very Large,2.6,0.08
91400,Lhasa Apso,Companion Dogs,42,84.973,2516.73,33.76,45.0,Medium,4.4,0.49
91400,Lowchen,Companion Dogs,6,84.973,2516.73,33.76,45.0,Medium,3.2,0.07
91400,Vizsla,Sporting Dogs,69,84.973,2516.73,33.76,45.0,Very Large,2.2,0.81
91400,Belgian Malinois,Herding Dogs,35,84.973,2516.73,33.76,45.0,Very Large,3.2,0.41
91400,Maltese,Companion Dogs,461,84.973,2516.73,33.76,45.0,Small,3.2,5.43
91400,Spinone Italiano,Sporting Dogs,4,84.973,2516.73,33.76,45.0,Very Large,3.8,0.05
91400,Pug,Companion Dogs,226,84.973,2516.73,33.76,45.0,Medium,3.2,2.66
91400,Mudi,Herding Dogs,17,84.973,2516.73,33.76,45.0,Medium,3.0,0.2
91400,Newfoundland,Working Dogs,16,84.973,2516.73,33.76,45.0,Very Large,2.8,0.19
91400,Norfolk Terrier,Terrier Dogs,13,84.973,2516.73,33.76,45.0,Small,4.0,0.15
91400,Norwich Terrier,Terrier Dogs,3,84.973,2516.73,33.76,45.0,Medium,3.6,0.04
91400,Nova Scotia Duck Tolling Retriever,Sporting Dogs,6,84.973,2516.73,33.76,45.0,Large,3.4,0.07
91400,Old English Sheepdog,Herding Dogs,7,84.973,2516.73,33.76,45.0,Very Large,3.8,0.08
91400,Papillon,Companion Dogs,36,84.973,2516.73,33.76,45.0,Small,3.2,0.42
91400,Jack Russell Terrier,Terrier Dogs,63,84.973,2516.73,33.76,45.0,Medium,3.0,0.74
91400,Pekingese,Companion Dogs,176,84.973,2516.73,33.76,45.0,Small,3.6,2.07
91400,Cocker Spaniel,Sporting Dogs,1,84.973,2516.73,33.76,45.0,Large,3.6,0.01
91400,Petit Basset Griffon Vendéen,Hound Dogs,7,84.973,2516.73,33.76,45.0,Large,3.4,0.08
91400,Pharaoh Hound,Hound Dogs,6,84.973,2516.73,33.76,45.0,Very Large,3.2,0.07
91400,Bull Terrier,Terrier Dogs,3,84.973,2516.73,33.76,45.0,Very Large,3.0,0.04
91400,Drentsche Patrijshond,Working Dogs,25,84.973,2516.73,33.76,45.0,Very Large,3.2,0.29
91400,Spinone Italiano,Sporting Dogs,15,84.973,2516.73,33.76,45.0,Very Large,3.8,0.18
91400,Pointer,Sporting Dogs,11,84.973,2516.73,33.76,45.0,Very Large,1.6,0.13
91400,Scottish Deerhound,Hound Dogs,12,84.973,2516.73,33.76,45.0,Very Large,2.2,0.14
91400,Border Terrier,Terrier Dogs,27,84.973,2516.73,33.76,45.0,Medium,3.0,0.32
91400,Poodle,Companion Dogs,217,84.973,2516.73,33.76,45.0,Large,3.6,2.55
91400,Puli,Herding Dogs,29,84.973,2516.73,33.76,45.0,Large,3.0,0.34
91400,Puli,Herding Dogs,12,84.973,2516.73,33.76,45.0,Large,3.0,0.14
91400,Airedale Terrier,Terrier Dogs,4,84.973,2516.73,33.76,45.0,Very Large,2.2,0.05
91400,Patterdale Terrier,Terrier Dogs,139,84.973,2516.73,33.76,45.0,Medium,2.4,1.64
91400,Rhodesian Ridgeback,Hound Dogs,72,84.973,2516.73,33.76,45.0,Very Large,2.4,0.85
91400,Giant Schnauzer,Working Dogs,24,84.973,2516.73,33.76,45.0,Very Large,2.4,0.28
91400,Rottweiler,Working Dogs,151,84.973,2516.73,33.76,45.0,Very Large,2.0,1.78
91400,Huskita,Mixed Breed Dogs,13,84.973,2516.73,33.76,45.0,Very Large,2.6,0.15
91400,Samoyed,Working Dogs,8,84.973,2516.73,33.76,45.0,Very Large,3.0,0.09
91400,Schipperke,Companion Dogs,6,84.973,2516.73,33.76,45.0,Medium,3.2,0.07
91400,Giant Schnauzer,Working Dogs,102,84.973,2516.73,33.76,45.0,Very Large,2.4,1.2
91400,Scottish Terrier,Terrier Dogs,14,84.973,2516.73,33.76,45.0,Medium,3.4,0.16
91400,Chinese Shar-Pei,Working Dogs,23,84.973,2516.73,33.76,45.0,Very Large,2.8,0.27
91400,Shollie,Mixed Breed Dogs,61,84.973,2516.73,33.76,45.0,Very Large,2.4,0.72
91400,Shiba Inu,Companion Dogs,39,84.973,2516.73,33.76,45.0,Medium,4.2,0.46
91400,Shih Tzu,Companion Dogs,158,84.973,2516.73,33.76,45.0,Medium,3.8,1.86
91400,Siberian Husky,Working Dogs,127,84.973,2516.73,33.76,45.0,Very Large,2.6,1.49
91400,Scottish Deerhound,Hound Dogs,27,84.973,2516.73,33.76,45.0,Very Large,2.2,0.32
91400,Spinone Italiano,Sporting Dogs,2,84.973,2516.73,33.76,45.0,Very Large,3.8,0.02
91400,Shih Tzu,Companion Dogs,72,84.973,2516.73,33.76,45.0,Medium,3.8,0.85
91400,Staffordshire Bull Terrier,Terrier Dogs,128,84.973,2516.73,33.76,45.0,Large,2.6,1.51
91400,Irish Terrier,Terrier Dogs,4,84.973,2516.73,33.76,45.0,Large,2.8,0.05
91400,Belgian Tervuren,Herding Dogs,6,84.973,2516.73,33.76,45.0,Very Large,3.2,0.07
91400,Tibetan Spaniel,Companion Dogs,14,84.973,2516.73,33.76,45.0,Medium,3.2,0.16
91400,Tibetan Terrier,Companion Dogs,26,84.973,2516.73,33.76,45.0,Medium,3.4,0.31
91400,Poodle,Companion Dogs,8,84.973,2516.73,33.76,45.0,Large,3.6,0.09
91400,Irish Wolfhound,Hound Dogs,6,84.973,2516.73,33.76,45.0,Very Large,2.4,0.07
91400,Goberian,Mixed Breed Dogs,5056,84.973,2516.73,33.76,45.0,Very Large,2.6,59.5
91400,Pharaoh Hound,Hound Dogs,6,84.973,2516.73,33.76,45.0,Very Large,3.2,0.07
91400,Carolina Dog,Hound Dogs,6,84.973,2516.73,33.76,45.0,Large,2.2,0.07
91400,Dachshund,Hound Dogs,1,84.973,2516.73,33.76,45.0,Medium,3.4,0.01
91400,Weimaraner,Sporting Dogs,51,84.973,2516.73,33.76,45.0,Very Large,2.4,0.6
91400,Deutscher Wachtelhund,Sporting Dogs,21,84.973,2516.73,33.76,45.0,Very Large,2.8,0.25
91400,Corgi Inu,Mixed Breed Dogs,11,84.973,2516.73,33.76,45.0,Medium,3.4,0.13
91400,Welsh Terrier,Terrier Dogs,5,84.973,2516.73,33.76,45.0,Medium,2.6,0.06
91400,Welsh Springer Spaniel,Sporting Dogs,12,84.973,2516.73,33.76,45.0,Very Large,3.6,0.14
91400,Welsh Terrier,Terrier Dogs,8,84.973,2516.73,33.76,45.0,Medium,2.6,0.09
91400,West Highland White Terrier,Terrier Dogs,171,84.973,2516.73,33.76,45.0,Medium,3.6,2.01
91400,Whippet,Hound Dogs,49,84.973,2516.73,33.76,45.0,Large,3.2,0.58
91400,Greyhound,Hound Dogs,19,84.973,2516.73,33.76,45.0,Very Large,2.6,0.22
91400,Yorkshire Terrier,Companion Dogs,442,84.973,2516.73,33.76,45.0,Very Small,3.6,5.2
91400,German Pinscher,Working Dogs,254,84.973,2516.73,33.76,45.0,Large,3.2,2.99
91400,Pudelpointer,Working Dogs,61,84.973,2516.73,33.76,45.0,Very Large,2.2,0.72
91400,Giant Schnauzer,Working Dogs,50,84.973,2516.73,33.76,45.0,Very Large,2.4,0.59
91400,English Foxhound,Hound Dogs,15,84.973,2516.73,33.76,45.0,Very Large,2.6,0.18
91400,German Spitz,Companion Dogs,122,84.973,2516.73,33.76,45.0,Large,3.0,1.44
91400,Doberman Pinscher,Working Dogs,28,84.973,2516.73,33.76,45.0,Very Large,2.8,0.33
91500,Airedale Terrier,Terrier Dogs,3,71.651,18285.48,3.92,41.6,Very Large,2.2,0.04
91500,Akita Pit,Mixed Breed Dogs,22,71.651,18285.48,3.92,41.6,Very Large,2.6,0.31
91500,Alaskan Malamute,Working Dogs,8,71.651,18285.48,3.92,41.6,Very Large,2.4,0.11
91500,American Bulldog,Working Dogs,12,71.651,18285.48,3.92,41.6,Very Large,1.8,0.17
91500,Australian Shepherd,Herding Dogs,6,71.651,18285.48,3.92,41.6,Very Large,2.8,0.08
91500,American Water Spaniel,Sporting Dogs,6,71.651,18285.48,3.92,41.6,Large,2.4,0.08
91500,American Pit Bull Terrier,Terrier Dogs,96,71.651,18285.48,3.92,41.6,Very Large,2.4,1.34
91500,American Staffordshire Terrier,Terrier Dogs,235,71.651,18285.48,3.92,41.6,Very Large,2.2,3.28
91500,Australian Cattle Dog,Herding Dogs,6,71.651,18285.48,3.92,41.6,Large,2.8,0.08
91500,Australian Shepherd,Herding Dogs,48,71.651,18285.48,3.92,41.6,Very Large,2.8,0.67
91500,Basenji,Hound Dogs,1,71.651,18285.48,3.92,41.6,Medium,3.4,0.01
91500,Basset Fauve de Bretagne,Hound Dogs,2,71.651,18285.48,3.92,41.6,Large,3.4,0.03
91500,Basset Hound,Hound Dogs,4,71.651,18285.48,3.92,41.6,Very Large,3.6,0.06
91500,Beagle,Hound Dogs,76,71.651,18285.48,3.92,41.6,Medium,2.8,1.06
91500,Bearded Collie,Herding Dogs,15,71.651,18285.48,3.92,41.6,Very Large,3.4,0.21
91500,Beaglier,Mixed Breed Dogs,1,71.651,18285.48,3.92,41.6,Medium,3.2,0.01
91500,Belgian Sheepdog,Herding Dogs,7,71.651,18285.48,3.92,41.6,Very Large,3.6,0.1
91500,Great Pyrenees,Working Dogs,6,71.651,18285.48,3.92,41.6,Very Large,2.8,0.08
91500,Appenzeller Sennenhunde,Herding Dogs,32,71.651,18285.48,3.92,41.6,Very Large,2.6,0.45
91500,Harrier,Hound Dogs,1,71.651,18285.48,3.92,41.6,Very Large,2.4,0.01
91500,Bichon Frise,Companion Dogs,15,71.651,18285.48,3.92,41.6,Small,3.8,0.21
91500,Biewer Terrier,Terrier Dogs,5,71.651,18285.48,3.92,41.6,Very Small,3.2,0.07
91500,Boerboel,Working Dogs,3,71.651,18285.48,3.92,41.6,Very Large,2.0,0.04
91500,Bolognese,Companion Dogs,2,71.651,18285.48,3.92,41.6,Small,3.4,0.03
91500,Bolognese,Companion Dogs,6,71.651,18285.48,3.92,41.6,Small,3.4,0.08
91500,Borador,Hybrid Dogs,5,71.651,18285.48,3.92,41.6,Very Large,2.6,0.07
91500,Border Collie,Herding Dogs,72,71.651,18285.48,3.92,41.6,Large,2.8,1.0
91500,Boston Terrier,Companion Dogs,6,71.651,18285.48,3.92,41.6,Medium,4.0,0.08
91500,Boxer,Working Dogs,23,71.651,18285.48,3.92,41.6,Very Large,2.8,0.32
91500,Greyhound,Hound Dogs,20,71.651,18285.48,3.92,41.6,Very Large,2.6,0.28
91500,Briard,Herding Dogs,3,71.651,18285.48,3.92,41.6,Very Large,3.4,0.04
91500,Bulldog,Companion Dogs,14,71.651,18285.48,3.92,41.6,Very Large,3.4,0.2
91500,Bullmastiff,Working Dogs,23,71.651,18285.48,3.92,41.6,Very Large,3.0,0.32
91500,Bull Terrier,Terrier Dogs,10,71.651,18285.48,3.92,41.6,Very Large,3.0,0.14
91500,Cairn Terrier,Terrier Dogs,2,71.651,18285.48,3.92,41.6,Medium,3.4,0.03
91500,Cane Corso,Working Dogs,10,71.651,18285.48,3.92,41.6,Very Large,1.8,0.14
91500,Cavalier King Charles Spaniel,Companion Dogs,13,71.651,18285.48,3.92,41.6,Medium,3.8,0.18
91500,Bichon Frise,Companion Dogs,6,71.651,18285.48,3.92,41.6,Small,3.8,0.08
91500,Chihuahua,Companion Dogs,423,71.651,18285.48,3.92,41.6,Very Small,3.2,5.9
91500,Chihuahua,Companion Dogs,64,71.651,18285.48,3.92,41.6,Very Small,3.2,0.89
91500,Chinese Crested,Companion Dogs,5,71.651,18285.48,3.92,41.6,Medium,3.0,0.07
91500,Chinese Crested,Companion Dogs,3,71.651,18285.48,3.92,41.6,Medium,3.0,0.04
91500,Chow Chow,Working Dogs,5,71.651,18285.48,3.92,41.6,Very Large,3.4,0.07
91500,Cocker Spaniel,Sporting Dogs,38,71.651,18285.48,3.92,41.6,Large,3.6,0.53
91500,Collie,Herding Dogs,39,71.651,18285.48,3.92,41.6,Very Large,3.6,0.54
91500,Dachshund,Hound Dogs,251,71.651,18285.48,3.92,41.6,Medium,3.4,3.5
91500,Dalmatian,Companion Dogs,16,71.651,18285.48,3.92,41.6,Very Large,3.0,0.22
91500,Deutscher Wachtelhund,Sporting Dogs,12,71.651,18285.48,3.92,41.6,Very Large,2.8,0.17
91500,Dutch Shepherd,Herding Dogs,4,71.651,18285.48,3.92,41.6,Very Large,3.0,0.06
91500,German Shepherd Dog,Herding Dogs,14,71.651,18285.48,3.92,41.6,Very Large,3.2,0.2
91500,Rat Terrier,Terrier Dogs,4,71.651,18285.48,3.92,41.6,Medium,3.2,0.06
91500,German Pinscher,Working Dogs,25,71.651,18285.48,3.92,41.6,Large,3.2,0.35
91500,German Pinscher,Working Dogs,259,71.651,18285.48,3.92,41.6,Large,3.2,3.61
91500,German Longhaired Pointer,Sporting Dogs,6,71.651,18285.48,3.92,41.6,Very Large,2.6,0.08
91500,German Spitz,Companion Dogs,5,71.651,18285.48,3.92,41.6,Large,3.0,0.07
91500,Goberian,Mixed Breed Dogs,39,71.651,18285.48,3.92,41.6,Very Large,2.6,0.54
91500,Dogo Argentino,Sporting Dogs,23,71.651,18285.48,3.92,41.6,Very Large,1.8,0.32
91500,Dogo Argentino,Sporting Dogs,5,71.651,18285.48,3.92,41.6,Very Large,1.8,0.07
91500,Rat Terrier,Terrier Dogs,39,71.651,18285.48,3.92,41.6,Medium,3.2,0.54
91500,Deutscher Wachtelhund,Sporting Dogs,2,71.651,18285.48,3.92,41.6,Very Large,2.8,0.03
91500,English Cocker Spaniel,Sporting Dogs,80,71.651,18285.48,3.92,41.6,Large,3.8,1.12
91500,English Springer Spaniel,Sporting Dogs,3,71.651,18285.48,3.92,41.6,Very Large,2.4,0.04
91500,Appenzeller Sennenhunde,Herding Dogs,6,71.651,18285.48,3.92,41.6,Very Large,2.6,0.08
91500,Eurasier,Companion Dogs,8,71.651,18285.48,3.92,41.6,Very Large,2.8,0.11
91500,Fila Brasileiro,Working Dogs,3,71.651,18285.48,3.92,41.6,Very Large,2.0,0.04
91500,Flat-Coated Retriever,Sporting Dogs,18,71.651,18285.48,3.92,41.6,Very Large,2.6,0.25
91500,French Bulldog,Companion Dogs,121,71.651,18285.48,3.92,41.6,Medium,3.2,1.69
91500,Toy Fox Terrier,Companion Dogs,5,71.651,18285.48,3.92,41.6,Very Small,3.0,0.07
91500,Golden Retriever,Sporting Dogs,166,71.651,18285.48,3.92,41.6,Very Large,2.8,2.32
91500,Gordon Setter,Sporting Dogs,6,71.651,18285.48,3.92,41.6,Very Large,2.8,0.08
91500,Small Munsterlander Pointer,Sporting Dogs,3,71.651,18285.48,3.92,41.6,Very Large,3.0,0.04
91500,Appenzeller Sennenhunde,Herding Dogs,1,71.651,18285.48,3.92,41.6,Very Large,2.6,0.01
91500,Deutscher Wachtelhund,Sporting Dogs,4,71.651,18285.48,3.92,41.6,Very Large,2.8,0.06
91500,Harrier,Hound Dogs,2,71.651,18285.48,3.92,41.6,Very Large,2.4,0.03
91500,Havanese,Companion Dogs,120,71.651,18285.48,3.92,41.6,Small,3.6,1.67
91500,Hovawart,Working Dogs,4,71.651,18285.48,3.92,41.6,Very Large,2.4,0.06
91500,Soft Coated Wheaten Terrier,Terrier Dogs,8,71.651,18285.48,3.92,41.6,Large,3.4,0.11
91500,Cavalier King Charles Spaniel,Companion Dogs,11,71.651,18285.48,3.92,41.6,Medium,3.8,0.15
91500,Jack Russell Terrier,Terrier Dogs,157,71.651,18285.48,3.92,41.6,Medium,3.0,2.19
91500,Rat Terrier,Terrier Dogs,28,71.651,18285.48,3.92,41.6,Medium,3.2,0.39
91500,Japanese Chin,Companion Dogs,6,71.651,18285.48,3.92,41.6,Small,3.2,0.08
91500,Deutscher Wachtelhund,Sporting Dogs,1,71.651,18285.48,3.92,41.6,Very Large,2.8,0.01
91500,Kerry Blue Terrier,Terrier Dogs,6,71.651,18285.48,3.92,41.6,Large,3.0,0.08
91500,Small Munsterlander Pointer,Sporting Dogs,16,71.651,18285.48,3.92,41.6,Very Large,3.0,0.22
91500,Kooikerhondje,Sporting Dogs,2,71.651,18285.48,3.92,41.6,Medium,3.4,0.03
91500,Komondor,Working Dogs,1,71.651,18285.48,3.92,41.6,Very Large,2.4,0.01
91500,Labradoodle,Hybrid Dogs,8,71.651,18285.48,3.92,41.6,Very Large,3.8,0.11
91500,Labrador Retriever,Sporting Dogs,355,71.651,18285.48,3.92,41.6,Very Large,2.8,4.95
91500,Labradane,Mixed Breed Dogs,12,71.651,18285.48,3.92,41.6,Very Large,2.4,0.17
91500,Lhasa Apso,Companion Dogs,6,71.651,18285.48,3.92,41.6,Medium,4.4,0.08
91500,Lowchen,Companion Dogs,5,71.651,18285.48,3.92,41.6,Medium,3.2,0.07
91500,Vizsla,Sporting Dogs,64,71.651,18285.48,3.92,41.6,Very Large,2.2,0.89
91500,Belgian Malinois,Herding Dogs,14,71.651,18285.48,3.92,41.6,Very Large,3.2,0.2
91500,Maltese,Companion Dogs,371,71.651,18285.48,3.92,41.6,Small,3.2,5.18
91500,German Spitz,Companion Dogs,7,71.651,18285.48,3.92,41.6,Large,3.0,0.1
91500,Pug,Companion Dogs,111,71.651,18285.48,3.92,41.6,Medium,3.2,1.55
91500,Newfoundland,Working Dogs,9,71.651,18285.48,3.92,41.6,Very Large,2.8,0.13
91500,Norfolk Terrier,Terrier Dogs,1,71.651,18285.48,3.92,41.6,Small,4.0,0.01
91500,Norwegian Elkhound,Hound Dogs,6,71.651,18285.48,3.92,41.6,Very Large,3.8,0.08
91500,Old English Sheepdog,Herding Dogs,22,71.651,18285.48,3.92,41.6,Very Large,3.8,0.31
91500,Papillon,Companion Dogs,17,71.651,18285.48,3.92,41.6,Small,3.2,0.24
91500,Jack Russell Terrier,Terrier Dogs,12,71.651,18285.48,3.92,41.6,Medium,3.0,0.17
91500,Pekingese,Companion Dogs,87,71.651,18285.48,3.92,41.6,Small,3.6,1.21
91500,Cheagle,Mixed Breed Dogs,8,71.651,18285.48,3.92,41.6,Medium,2.8,0.11
91500,Bull Terrier,Terrier Dogs,1,71.651,18285.48,3.92,41.6,Very Large,3.0,0.01
91500,Drentsche Patrijshond,Working Dogs,6,71.651,18285.48,3.92,41.6,Very Large,3.2,0.08
91500,Spinone Italiano,Sporting Dogs,3,71.651,18285.48,3.92,41.6,Very Large,3.8,0.04
91500,Pointer,Sporting Dogs,11,71.651,18285.48,3.92,41.6,Very Large,1.6,0.15
91500,Border Terrier,Terrier Dogs,10,71.651,18285.48,3.92,41.6,Medium,3.0,0.14
91500,Poodle,Companion Dogs,72,71.651,18285.48,3.92,41.6,Large,3.6,1.0
91500,Puli,Herding Dogs,4,71.651,18285.48,3.92,41.6,Large,3.0,0.06
91500,Patterdale Terrier,Terrier Dogs,63,71.651,18285.48,3.92,41.6,Medium,2.4,0.88
91500,Rhodesian Ridgeback,Hound Dogs,4,71.651,18285.48,3.92,41.6,Very Large,2.4,0.06
91500,Giant Schnauzer,Working Dogs,3,71.651,18285.48,3.92,41.6,Very Large,2.4,0.04
91500,Rottweiler,Working Dogs,74,71.651,18285.48,3.92,41.6,Very Large,2.0,1.03
91500,Saluki,Hound Dogs,3,71.651,18285.48,3.92,41.6,Very Large,2.2,0.04
91500,Samoyed,Working Dogs,7,71.651,18285.48,3.92,41.6,Very Large,3.0,0.1
91500,Basset Hound,Hound Dogs,3,71.651,18285.48,3.92,41.6,Very Large,3.6,0.04
91500,Schipperke,Companion Dogs,9,71.651,18285.48,3.92,41.6,Medium,3.2,0.13
91500,Giant Schnauzer,Working Dogs,52,71.651,18285.48,3.92,41.6,Very Large,2.4,0.73
91500,Scottish Terrier,Terrier Dogs,6,71.651,18285.48,3.92,41.6,Medium,3.4,0.08
91500,Chinese Shar-Pei,Working Dogs,9,71.651,18285.48,3.92,41.6,Very Large,2.8,0.13
91500,Shollie,Mixed Breed Dogs,41,71.651,18285.48,3.92,41.6,Very Large,2.4,0.57
91500,Shiba Inu,Companion Dogs,17,71.651,18285.48,3.92,41.6,Medium,4.2,0.24
91500,Shih Tzu,Companion Dogs,116,71.651,18285.48,3.92,41.6,Medium,3.8,1.62
91500,Siberian Husky,Working Dogs,52,71.651,18285.48,3.92,41.6,Very Large,2.6,0.73
91500,Scottish Deerhound,Hound Dogs,13,71.651,18285.48,3.92,41.6,Very Large,2.2,0.18
91500,Shih Tzu,Companion Dogs,30,71.651,18285.48,3.92,41.6,Medium,3.8,0.42
91500,Staffordshire Bull Terrier,Terrier Dogs,65,71.651,18285.48,3.92,41.6,Large,2.6,0.91
91500,Thai Ridgeback,Companion Dogs,7,71.651,18285.48,3.92,41.6,Very Large,2.4,0.1
91500,Shiba Inu,Companion Dogs,4,71.651,18285.48,3.92,41.6,Medium,4.2,0.06
91500,Goberian,Mixed Breed Dogs,2297,71.651,18285.48,3.92,41.6,Very Large,2.6,32.06
91500,Weimaraner,Sporting Dogs,7,71.651,18285.48,3.92,41.6,Very Large,2.4,0.1
91500,Deutscher Wachtelhund,Sporting Dogs,28,71.651,18285.48,3.92,41.6,Very Large,2.8,0.39
91500,Corgi Inu,Mixed Breed Dogs,3,71.651,18285.48,3.92,41.6,Medium,3.4,0.04
91500,Welsh Springer Spaniel,Sporting Dogs,5,71.651,18285.48,3.92,41.6,Very Large,3.6,0.07
91500,Welsh Terrier,Terrier Dogs,2,71.651,18285.48,3.92,41.6,Medium,2.6,0.03
91500,West Highland White Terrier,Terrier Dogs,47,71.651,18285.48,3.92,41.6,Medium,3.6,0.66
91500,Whippet,Hound Dogs,13,71.651,18285.48,3.92,41.6,Large,3.2,0.18
91500,Greyhound,Hound Dogs,3,71.651,18285.48,3.92,41.6,Very Large,2.6,0.04
91500,Finnish Spitz,Sporting Dogs,28,71.651,18285.48,3.92,41.6,Large,3.0,0.39
91500,Yorkshire Terrier,Companion Dogs,242,71.651,18285.48,3.92,41.6,Very Small,3.6,3.38
91500,German Pinscher,Working Dogs,167,71.651,18285.48,3.92,41.6,Large,3.2,2.33
91500,Pudelpointer,Working Dogs,40,71.651,18285.48,3.92,41.6,Very Large,2.2,0.56
91500,Giant Schnauzer,Working Dogs,6,71.651,18285.48,3.92,41.6,Very Large,2.4,0.08
91500,English Foxhound,Hound Dogs,11,71.651,18285.48,3.92,41.6,Very Large,2.6,0.15
91500,German Spitz,Companion Dogs,94,71.651,18285.48,3.92,41.6,Large,3.0,1.31
91500,Doberman Pinscher,Working Dogs,20,71.651,18285.48,3.92,41.6,Very Large,2.8,0.28
91600,Afghan Hound,Hound Dogs,8,95.704,11034.64,8.67,42.8,Very Large,4.0,0.08
91600,Airedale Terrier,Terrier Dogs,16,95.704,11034.64,8.67,42.8,Very Large,2.2,0.17
91600,Akita Pit,Mixed Breed Dogs,28,95.704,11034.64,8.67,42.8,Very Large,2.6,0.29
91600,Alaskan Malamute,Working Dogs,4,95.704,11034.64,8.67,42.8,Very Large,2.4,0.04
91600,Affenpinscher,Companion Dogs,12,95.704,11034.64,8.67,42.8,Small,3.2,0.13
91600,American Bulldog,Working Dogs,18,95.704,11034.64,8.67,42.8,Very Large,1.8,0.19
91600,American Staffordshire Terrier,Terrier Dogs,1,95.704,11034.64,8.67,42.8,Very Large,2.2,0.01
91600,American Water Spaniel,Sporting Dogs,28,95.704,11034.64,8.67,42.8,Large,2.4,0.29
91600,American Pit Bull Terrier,Terrier Dogs,145,95.704,11034.64,8.67,42.8,Very Large,2.4,1.52
91600,American Staffordshire Terrier,Terrier Dogs,419,95.704,11034.64,8.67,42.8,Very Large,2.2,4.38
91600,Deutscher Wachtelhund,Sporting Dogs,4,95.704,11034.64,8.67,42.8,Very Large,2.8,0.04
91600,Appenzeller Sennenhunde,Herding Dogs,10,95.704,11034.64,8.67,42.8,Very Large,2.6,0.1
91600,Australian Shepherd,Herding Dogs,93,95.704,11034.64,8.67,42.8,Very Large,2.8,0.97
91600,Alaskan Malamute,Working Dogs,3,95.704,11034.64,8.67,42.8,Very Large,2.4,0.03
91600,Basenji,Hound Dogs,4,95.704,11034.64,8.67,42.8,Medium,3.4,0.04
91600,Basset Hound,Hound Dogs,5,95.704,11034.64,8.67,42.8,Very Large,3.6,0.05
91600,Deutscher Wachtelhund,Sporting Dogs,3,95.704,11034.64,8.67,42.8,Very Large,2.8,0.03
91600,Beagle,Hound Dogs,144,95.704,11034.64,8.67,42.8,Medium,2.8,1.5
91600,,,6,95.704,11034.64,8.67,42.8,,,0.06
91600,Beaglier,Mixed Breed Dogs,4,95.704,11034.64,8.67,42.8,Medium,3.2,0.04
91600,Belgian Sheepdog,Herding Dogs,38,95.704,11034.64,8.67,42.8,Very Large,3.6,0.4
91600,Berger Picard,Herding Dogs,1,95.704,11034.64,8.67,42.8,Very Large,3.8,0.01
91600,Berger Picard,Herding Dogs,4,95.704,11034.64,8.67,42.8,Very Large,3.8,0.04
91600,Appenzeller Sennenhunde,Herding Dogs,50,95.704,11034.64,8.67,42.8,Very Large,2.6,0.52
91600,Harrier,Hound Dogs,3,95.704,11034.64,8.67,42.8,Very Large,2.4,0.03
91600,Bichon Frise,Companion Dogs,25,95.704,11034.64,8.67,42.8,Small,3.8,0.26
91600,Biewer Terrier,Terrier Dogs,13,95.704,11034.64,8.67,42.8,Very Small,3.2,0.14
91600,Bolognese,Companion Dogs,17,95.704,11034.64,8.67,42.8,Small,3.4,0.18
91600,Bolognese,Companion Dogs,11,95.704,11034.64,8.67,42.8,Small,3.4,0.11
91600,Borador,Hybrid Dogs,7,95.704,11034.64,8.67,42.8,Very Large,2.6,0.07
91600,Border Collie,Herding Dogs,189,95.704,11034.64,8.67,42.8,Large,2.8,1.97
91600,Border Terrier,Terrier Dogs,4,95.704,11034.64,8.67,42.8,Medium,3.0,0.04
91600,Boston Terrier,Companion Dogs,18,95.704,11034.64,8.67,42.8,Medium,4.0,0.19
91600,Boxer,Working Dogs,52,95.704,11034.64,8.67,42.8,Very Large,2.8,0.54
91600,Greyhound,Hound Dogs,14,95.704,11034.64,8.67,42.8,Very Large,2.6,0.15
91600,Briard,Herding Dogs,14,95.704,11034.64,8.67,42.8,Very Large,3.4,0.15
91600,Bulldog,Companion Dogs,19,95.704,11034.64,8.67,42.8,Very Large,3.4,0.2
91600,Bullmastiff,Working Dogs,6,95.704,11034.64,8.67,42.8,Very Large,3.0,0.06
91600,Bull Terrier,Terrier Dogs,42,95.704,11034.64,8.67,42.8,Very Large,3.0,0.44
91600,Cane Corso,Working Dogs,24,95.704,11034.64,8.67,42.8,Very Large,1.8,0.25
91600,Cavalier King Charles Spaniel,Companion Dogs,64,95.704,11034.64,8.67,42.8,Medium,3.8,0.67
91600,Chihuahua,Companion Dogs,630,95.704,11034.64,8.67,42.8,Very Small,3.2,6.58
91600,Chihuahua,Companion Dogs,117,95.704,11034.64,8.67,42.8,Very Small,3.2,1.22
91600,Chinese Crested,Companion Dogs,14,95.704,11034.64,8.67,42.8,Medium,3.0,0.15
91600,Chinese Crested,Companion Dogs,9,95.704,11034.64,8.67,42.8,Medium,3.0,0.09
91600,Chow Chow,Working Dogs,28,95.704,11034.64,8.67,42.8,Very Large,3.4,0.29
91600,Cocker Spaniel,Sporting Dogs,64,95.704,11034.64,8.67,42.8,Large,3.6,0.67
91600,Collie,Herding Dogs,30,95.704,11034.64,8.67,42.8,Very Large,3.6,0.31
91600,Coton de Tulear,Companion Dogs,6,95.704,11034.64,8.67,42.8,Small,3.6,0.06
