district_code,dog_breed,dog_breed_group,dog_count,population,population_density,area_km2,avg_age,dog_size,adaptability,dog_density
90600,Cocker Spaniel,Sporting Dogs,19,29.388,20197.33,1.46,43.8,Large,3.6,0.65
90600,Collie,Herding Dogs,39,29.388,20197.33,1.46,43.8,Very Large,3.6,1.33
90600,Dachshund,Hound Dogs,122,29.388,20197.33,1.46,43.8,Medium,3.4,4.15
90600,Dalmatian,Companion Dogs,5,29.388,20197.33,1.46,43.8,Very Large,3.0,0.17
90600,Dutch Shepherd,Herding Dogs,9,29.388,20197.33,1.46,43.8,Very Large,3.0,0.31
90600,German Shepherd Dog,Herding Dogs,2,29.388,20197.33,1.46,43.8,Very Large,3.2,0.07
90600,Rat Terrier,Terrier Dogs,2,29.388,20197.33,1.46,43.8,Medium,3.2,0.07
90600,German Pinscher,Working Dogs,24,29.388,20197.33,1.46,43.8,Large,3.2,0.82
90600,German Pinscher,Working Dogs,70,29.388,20197.33,1.46,43.8,Large,3.2,2.38
90600,Goberian,Mixed Breed Dogs,5,29.388,20197.33,1.46,43.8,Very Large,2.6,0.17
90600,Dogo Argentino,Sporting Dogs,2,29.388,20197.33,1.46,43.8,Very Large,1.8,0.07
90600,Deutscher Wachtelhund,Sporting Dogs,2,29.388,20197.33,1.46,43.8,Very Large,2.8,0.07
90600,English Cocker Spaniel,Sporting Dogs,70,29.388,20197.33,1.46,43.8,Large,3.8,2.38
90600,Appenzeller Sennenhunde,Herding Dogs,12,29.388,20197.33,1.46,43.8,Very Large,2.6,0.41
90600,Eurasier,Companion Dogs,6,29.388,20197.33,1.46,43.8,Very Large,2.8,0.2
90600,French Bulldog,Companion Dogs,55,29.388,20197.33,1.46,43.8,Medium,3.2,1.87
90600,Golden Retriever,Sporting Dogs,119,29.388,20197.33,1.46,43.8,Very Large,2.8,4.05
90600,Greyhound,Hound Dogs,12,29.388,20197.33,1.46,43.8,Very Large,2.6,0.41
90600,Appenzeller Sennenhunde,Herding Dogs,10,29.388,20197.33,1.46,43.8,Very Large,2.6,0.34
90600,Afghan Hound,Hound Dogs,4,29.388,20197.33,1.46,43.8,Very Large,4.0,0.14
90600,Havanese,Companion Dogs,73,29.388,20197.33,1.46,43.8,Small,3.6,2.48
90600,Hovawart,Working Dogs,4,29.388,20197.33,1.46,43.8,Very Large,2.4,0.14
90600,Deutscher Wachtelhund,Sporting Dogs,1,29.388,20197.33,1.46,43.8,Very Large,2.8,0.03
90600,Irish Setter,Sporting Dogs,6,29.388,20197.33,1.46,43.8,Very Large,2.8,0.2
90600,Irish Terrier,Terrier Dogs,3,29.388,20197.33,1.46,43.8,Large,2.8,0.1
90600,Irish Red And White Setter,Sporting Dogs,2,29.388,20197.33,1.46,43.8,Very Large,2.6,0.07
90600,Cavalier King Charles Spaniel,Companion Dogs,33,29.388,20197.33,1.46,43.8,Medium,3.8,1.12
90600,Jack Russell Terrier,Terrier Dogs,81,29.388,20197.33,1.46,43.8,Medium,3.0,2.76
90600,Japanese Chin,Companion Dogs,6,29.388,20197.33,1.46,43.8,Small,3.2,0.2
90600,Japanese Spitz,Companion Dogs,2,29.388,20197.33,1.46,43.8,Medium,3.4,0.07
90600,Cavalier King Charles Spaniel,Companion Dogs,3,29.388,20197.33,1.46,43.8,Medium,3.8,0.1
90600,Small Munsterlander Pointer,Sporting Dogs,17,29.388,20197.33,1.46,43.8,Very Large,3.0,0.58
90600,Deutscher Wachtelhund,Sporting Dogs,6,29.388,20197.33,1.46,43.8,Very Large,2.8,0.2
90600,Thai Ridgeback,Companion Dogs,12,29.388,20197.33,1.46,43.8,Very Large,2.4,0.41
90600,Kuvasz,Working Dogs,6,29.388,20197.33,1.46,43.8,Very Large,2.6,0.2
90600,Labradoodle,Hybrid Dogs,2,29.388,20197.33,1.46,43.8,Very Large,3.8,0.07
90600,Labrador Retriever,Sporting Dogs,198,29.388,20197.33,1.46,43.8,Very Large,2.8,6.74
90600,Lagotto Romagnolo,Sporting Dogs,1,29.388,20197.33,1.46,43.8,Large,3.2,0.03
90600,Vizsla,Sporting Dogs,39,29.388,20197.33,1.46,43.8,Very Large,2.2,1.33
90600,Maltese,Companion Dogs,127,29.388,20197.33,1.46,43.8,Small,3.2,4.32
90600,Mastiff,Working Dogs,4,29.388,20197.33,1.46,43.8,Very Large,2.6,0.14
90600,Pug,Companion Dogs,89,29.388,20197.33,1.46,43.8,Medium,3.2,3.03
90600,Mudi,Herding Dogs,9,29.388,20197.33,1.46,43.8,Medium,3.0,0.31
90600,Newfoundland,Working Dogs,6,29.388,20197.33,1.46,43.8,Very Large,2.8,0.2
90600,Norwich Terrier,Terrier Dogs,5,29.388,20197.33,1.46,43.8,Medium,3.6,0.17
90600,Old English Sheepdog,Herding Dogs,2,29.388,20197.33,1.46,43.8,Very Large,3.8,0.07
90600,Papillon,Companion Dogs,16,29.388,20197.33,1.46,43.8,Small,3.2,0.54
90600,Jack Russell Terrier,Terrier Dogs,14,29.388,20197.33,1.46,43.8,Medium,3.0,0.48
90600,Pekingese,Companion Dogs,34,29.388,20197.33,1.46,43.8,Small,3.6,1.16
90600,Cocker Spaniel,Sporting Dogs,2,29.388,20197.33,1.46,43.8,Large,3.6,0.07
90600,Drentsche Patrijshond,Working Dogs,4,29.388,20197.33,1.46,43.8,Very Large,3.2,0.14
90600,Portuguese Pointer,Sporting Dogs,2,29.388,20197.33,1.46,43.8,Very Large,2.0,0.07
90600,Pointer,Sporting Dogs,13,29.388,20197.33,1.46,43.8,Very Large,1.6,0.44
90600,Border Terrier,Terrier Dogs,12,29.388,20197.33,1.46,43.8,Medium,3.0,0.41
90600,Poodle,Companion Dogs,38,29.388,20197.33,1.46,43.8,Large,3.6,1.29
90600,Pudelpointer,Working Dogs,6,29.388,20197.33,1.46,43.8,Very Large,2.2,0.2
90600,Puli,Herding Dogs,1,29.388,20197.33,1.46,43.8,Large,3.0,0.03
90600,Rat Terrier,Terrier Dogs,6,29.388,20197.33,1.46,43.8,Medium,3.2,0.2
90600,Patterdale Terrier,Terrier Dogs,20,29.388,20197.33,1.46,43.8,Medium,2.4,0.68
90600,Rhodesian Ridgeback,Hound Dogs,9,29.388,20197.33,1.46,43.8,Very Large,2.4,0.31
90600,Giant Schnauzer,Working Dogs,4,29.388,20197.33,1.46,43.8,Very Large,2.4,0.14
90600,Rottweiler,Working Dogs,7,29.388,20197.33,1.46,43.8,Very Large,2.0,0.24
90600,Huskita,Mixed Breed Dogs,8,29.388,20197.33,1.46,43.8,Very Large,2.6,0.27
90600,Samoyed,Working Dogs,1,29.388,20197.33,1.46,43.8,Very Large,3.0,0.03
90600,Giant Schnauzer,Working Dogs,9,29.388,20197.33,1.46,43.8,Very Large,2.4,0.31
90600,Scottish Terrier,Terrier Dogs,6,29.388,20197.33,1.46,43.8,Medium,3.4,0.2
90600,Chinese Shar-Pei,Working Dogs,10,29.388,20197.33,1.46,43.8,Very Large,2.8,0.34
90600,Shollie,Mixed Breed Dogs,12,29.388,20197.33,1.46,43.8,Very Large,2.4,0.41
90600,Shiba Inu,Companion Dogs,14,29.388,20197.33,1.46,43.8,Medium,4.2,0.48
90600,Shih Tzu,Companion Dogs,33,29.388,20197.33,1.46,43.8,Medium,3.8,1.12
90600,Siberian Husky,Working Dogs,25,29.388,20197.33,1.46,43.8,Very Large,2.6,0.85
90600,Scottish Deerhound,Hound Dogs,16,29.388,20197.33,1.46,43.8,Very Large,2.2,0.54
90600,Shih Tzu,Companion Dogs,4,29.388,20197.33,1.46,43.8,Medium,3.8,0.14
90600,Staffordshire Bull Terrier,Terrier Dogs,16,29.388,20197.33,1.46,43.8,Large,2.6,0.54
90600,Tibetan Terrier,Companion Dogs,9,29.388,20197.33,1.46,43.8,Medium,3.4,0.31
90600,Poodle,Companion Dogs,12,29.388,20197.33,1.46,43.8,Large,3.6,0.41
90600,Goberian,Mixed Breed Dogs,1220,29.388,20197.33,1.46,43.8,Very Large,2.6,41.51
90600,English Foxhound,Hound Dogs,6,29.388,20197.33,1.46,43.8,Very Large,2.6,0.2
90600,Weimaraner,Sporting Dogs,4,29.388,20197.33,1.46,43.8,Very Large,2.4,0.14
90600,Deutscher Wachtelhund,Sporting Dogs,11,29.388,20197.33,1.46,43.8,Very Large,2.8,0.37
90600,West Highland White Terrier,Terrier Dogs,47,29.388,20197.33,1.46,43.8,Medium,3.6,1.6
90600,Whippet,Hound Dogs,16,29.388,20197.33,1.46,43.8,Large,3.2,0.54
90600,Greyhound,Hound Dogs,15,29.388,20197.33,1.46,43.8,Very Large,2.6,0.51
90600,Yorkshire Terrier,Companion Dogs,111,29.388,20197.33,1.46,43.8,Very Small,3.6,3.78
90600,German Pinscher,Working Dogs,58,29.388,20197.33,1.46,43.8,Large,3.2,1.97
90600,Pudelpointer,Working Dogs,16,29.388,20197.33,1.46,43.8,Very Large,2.2,0.54
90600,Giant Schnauzer,Working Dogs,18,29.388,20197.33,1.46,43.8,Very Large,2.4,0.61
90600,German Spitz,Companion Dogs,40,29.388,20197.33,1.46,43.8,Large,3.0,1.36
90600,Doberman Pinscher,Working Dogs,11,29.388,20197.33,1.46,43.8,Very Large,2.8,0.37
90700,Airedale Terrier,Terrier Dogs,12,30.101,18716.64,1.61,43.2,Very Large,2.2,0.4
90700,American Bulldog,Working Dogs,5,30.101,18716.64,1.61,43.2,Very Large,1.8,0.17
90700,American Staffordshire Terrier,Terrier Dogs,1,30.101,18716.64,1.61,43.2,Very Large,2.2,0.03
90700,American Water Spaniel,Sporting Dogs,2,30.101,18716.64,1.61,43.2,Large,2.4,0.07
90700,American Pit Bull Terrier,Terrier Dogs,14,30.101,18716.64,1.61,43.2,Very Large,2.4,0.47
90700,American Staffordshire Terrier,Terrier Dogs,92,30.101,18716.64,1.61,43.2,Very Large,2.2,3.06
90700,Australian Shepherd,Herding Dogs,22,30.101,18716.64,1.61,43.2,Very Large,2.8,0.73
90700,Azawakh,Hound Dogs,4,30.101,18716.64,1.61,43.2,Large,2.8,0.13
90700,Borzoi,Hound Dogs,12,30.101,18716.64,1.61,43.2,Very Large,3.6,0.4
90700,Basset Fauve de Bretagne,Hound Dogs,2,30.101,18716.64,1.61,43.2,Large,3.4,0.07
90700,Basset Hound,Hound Dogs,12,30.101,18716.64,1.61,43.2,Very Large,3.6,0.4
90700,Deutscher Wachtelhund,Sporting Dogs,5,30.101,18716.64,1.61,43.2,Very Large,2.8,0.17
90700,Beagle,Hound Dogs,107,30.101,18716.64,1.61,43.2,Medium,2.8,3.55
90700,Belgian Sheepdog,Herding Dogs,18,30.101,18716.64,1.61,43.2,Very Large,3.6,0.6
90700,Appenzeller Sennenhunde,Herding Dogs,8,30.101,18716.64,1.61,43.2,Very Large,2.6,0.27
90700,Biewer Terrier,Terrier Dogs,6,30.101,18716.64,1.61,43.2,Very Small,3.2,0.2
90700,Bolognese,Companion Dogs,7,30.101,18716.64,1.61,43.2,Small,3.4,0.23
90700,Border Collie,Herding Dogs,32,30.101,18716.64,1.61,43.2,Large,2.8,1.06
90700,Boston Terrier,Companion Dogs,9,30.101,18716.64,1.61,43.2,Medium,4.0,0.3
90700,Boxer,Working Dogs,21,30.101,18716.64,1.61,43.2,Very Large,2.8,0.7
90700,Greyhound,Hound Dogs,3,30.101,18716.64,1.61,43.2,Very Large,2.6,0.1
90700,Australian Terrier,Terrier Dogs,5,30.101,18716.64,1.61,43.2,Medium,3.0,0.17
90700,Bulldog,Companion Dogs,13,30.101,18716.64,1.61,43.2,Very Large,3.4,0.43
90700,Cairn Terrier,Terrier Dogs,2,30.101,18716.64,1.61,43.2,Medium,3.4,0.07
90700,Cane Corso,Working Dogs,10,30.101,18716.64,1.61,43.2,Very Large,1.8,0.33
90700,Coton de Tulear,Companion Dogs,1,30.101,18716.64,1.61,43.2,Small,3.6,0.03
90700,Cavalier King Charles Spaniel,Companion Dogs,17,30.101,18716.64,1.61,43.2,Medium,3.8,0.56
90700,Chihuahua,Companion Dogs,132,30.101,18716.64,1.61,43.2,Very Small,3.2,4.39
90700,Chihuahua,Companion Dogs,18,30.101,18716.64,1.61,43.2,Very Small,3.2,0.6
90700,Chinese Crested,Companion Dogs,25,30.101,18716.64,1.61,43.2,Medium,3.0,0.83
90700,Chinese Crested,Companion Dogs,7,30.101,18716.64,1.61,43.2,Medium,3.0,0.23
90700,Chow Chow,Working Dogs,3,30.101,18716.64,1.61,43.2,Very Large,3.4,0.1
90700,Cocker Spaniel,Sporting Dogs,19,30.101,18716.64,1.61,43.2,Large,3.6,0.63
90700,Collie,Herding Dogs,19,30.101,18716.64,1.61,43.2,Very Large,3.6,0.63
90700,Curly-Coated Retriever,Sporting Dogs,5,30.101,18716.64,1.61,43.2,Very Large,2.8,0.17
90700,Dachshund,Hound Dogs,102,30.101,18716.64,1.61,43.2,Medium,3.4,3.39
90700,Dalmatian,Companion Dogs,10,30.101,18716.64,1.61,43.2,Very Large,3.0,0.33
90700,Dutch Shepherd,Herding Dogs,13,30.101,18716.64,1.61,43.2,Very Large,3.0,0.43
90700,German Shepherd Dog,Herding Dogs,4,30.101,18716.64,1.61,43.2,Very Large,3.2,0.13
90700,Rat Terrier,Terrier Dogs,12,30.101,18716.64,1.61,43.2,Medium,3.2,0.4
90700,German Pinscher,Working Dogs,13,30.101,18716.64,1.61,43.2,Large,3.2,0.43
90700,German Pinscher,Working Dogs,75,30.101,18716.64,1.61,43.2,Large,3.2,2.49
90700,German Longhaired Pointer,Sporting Dogs,5,30.101,18716.64,1.61,43.2,Very Large,2.6,0.17
90700,German Spitz,Companion Dogs,6,30.101,18716.64,1.61,43.2,Large,3.0,0.2
90700,Rat Terrier,Terrier Dogs,30,30.101,18716.64,1.61,43.2,Medium,3.2,1.0
90700,Deutscher Wachtelhund,Sporting Dogs,1,30.101,18716.64,1.61,43.2,Very Large,2.8,0.03
90700,Plott,Hound Dogs,5,30.101,18716.64,1.61,43.2,Very Large,2.0,0.17
90700,English Cocker Spaniel,Sporting Dogs,50,30.101,18716.64,1.61,43.2,Large,3.8,1.66
90700,Appenzeller Sennenhunde,Herding Dogs,6,30.101,18716.64,1.61,43.2,Very Large,2.6,0.2
90700,Eurasier,Companion Dogs,5,30.101,18716.64,1.61,43.2,Very Large,2.8,0.17
90700,French Bulldog,Companion Dogs,40,30.101,18716.64,1.61,43.2,Medium,3.2,1.33
90700,Toy Fox Terrier,Companion Dogs,5,30.101,18716.64,1.61,43.2,Very Small,3.0,0.17
90700,Golden Retriever,Sporting Dogs,112,30.101,18716.64,1.61,43.2,Very Large,2.8,3.72
90700,Gordon Setter,Sporting Dogs,4,30.101,18716.64,1.61,43.2,Very Large,2.8,0.13
90700,Greyhound,Hound Dogs,13,30.101,18716.64,1.61,43.2,Very Large,2.6,0.43
90700,Havanese,Companion Dogs,72,30.101,18716.64,1.61,43.2,Small,3.6,2.39
90700,Jack Russell Terrier,Terrier Dogs,106,30.101,18716.64,1.61,43.2,Medium,3.0,3.52
90700,Rat Terrier,Terrier Dogs,3,30.101,18716.64,1.61,43.2,Medium,3.2,0.1
90700,Cavalier King Charles Spaniel,Companion Dogs,1,30.101,18716.64,1.61,43.2,Medium,3.8,0.03
90700,Golden Cocker Retriever,Mixed Breed Dogs,6,30.101,18716.64,1.61,43.2,Large,2.4,0.2
90700,Small Munsterlander Pointer,Sporting Dogs,2,30.101,18716.64,1.61,43.2,Very Large,3.0,0.07
90700,Kooikerhondje,Sporting Dogs,5,30.101,18716.64,1.61,43.2,Medium,3.4,0.17
90700,Komondor,Working Dogs,5,30.101,18716.64,1.61,43.2,Very Large,2.4,0.17
90700,German Shorthaired Pointer,Sporting Dogs,1,30.101,18716.64,1.61,43.2,Very Large,2.0,0.03
90700,Kuvasz,Working Dogs,4,30.101,18716.64,1.61,43.2,Very Large,2.6,0.13
90700,Labradoodle,Hybrid Dogs,12,30.101,18716.64,1.61,43.2,Very Large,3.8,0.4
90700,Labrador Retriever,Sporting Dogs,191,30.101,18716.64,1.61,43.2,Very Large,2.8,6.35
90700,Lagotto Romagnolo,Sporting Dogs,2,30.101,18716.64,1.61,43.2,Large,3.2,0.07
90700,Labradane,Mixed Breed Dogs,1,30.101,18716.64,1.61,43.2,Very Large,2.4,0.03
90700,Lhasa Apso,Companion Dogs,7,30.101,18716.64,1.61,43.2,Medium,4.4,0.23
90700,Lowchen,Companion Dogs,3,30.101,18716.64,1.61,43.2,Medium,3.2,0.1
90700,Vizsla,Sporting Dogs,26,30.101,18716.64,1.61,43.2,Very Large,2.2,0.86
90700,Maltese,Companion Dogs,113,30.101,18716.64,1.61,43.2,Small,3.2,3.75
90700,Manchester Terrier,Terrier Dogs,1,30.101,18716.64,1.61,43.2,Medium,3.0,0.03
90700,Deutscher Wachtelhund,Sporting Dogs,5,30.101,18716.64,1.61,43.2,Very Large,2.8,0.17
90700,Pug,Companion Dogs,67,30.101,18716.64,1.61,43.2,Medium,3.2,2.23
90700,Norfolk Terrier,Terrier Dogs,2,30.101,18716.64,1.61,43.2,Small,4.0,0.07
90700,Norwich Terrier,Terrier Dogs,6,30.101,18716.64,1.61,43.2,Medium,3.6,0.2
90700,Nova Scotia Duck Tolling Retriever,Sporting Dogs,6,30.101,18716.64,1.61,43.2,Large,3.4,0.2
90700,Old English Sheepdog,Herding Dogs,4,30.101,18716.64,1.61,43.2,Very Large,3.8,0.13
90700,Jack Russell Terrier,Terrier Dogs,24,30.101,18716.64,1.61,43.2,Medium,3.0,0.8
90700,Pekingese,Companion Dogs,26,30.101,18716.64,1.61,43.2,Small,3.6,0.86
90700,Berger Picard,Herding Dogs,4,30.101,18716.64,1.61,43.2,Very Large,3.8,0.13
90700,Pointer,Sporting Dogs,10,30.101,18716.64,1.61,43.2,Very Large,1.6,0.33
90700,Border Terrier,Terrier Dogs,6,30.101,18716.64,1.61,43.2,Medium,3.0,0.2
90700,Poodle,Companion Dogs,57,30.101,18716.64,1.61,43.2,Large,3.6,1.89
90700,Rat Terrier,Terrier Dogs,6,30.101,18716.64,1.61,43.2,Medium,3.2,0.2
90700,Patterdale Terrier,Terrier Dogs,21,30.101,18716.64,1.61,43.2,Medium,2.4,0.7
90700,Rhodesian Ridgeback,Hound Dogs,10,30.101,18716.64,1.61,43.2,Very Large,2.4,0.33
90700,Rottweiler,Working Dogs,8,30.101,18716.64,1.61,43.2,Very Large,2.0,0.27
90700,Saluki,Hound Dogs,1,30.101,18716.64,1.61,43.2,Very Large,2.2,0.03
90700,Giant Schnauzer,Working Dogs,16,30.101,18716.64,1.61,43.2,Very Large,2.4,0.53
90700,Chinese Shar-Pei,Working Dogs,7,30.101,18716.64,1.61,43.2,Very Large,2.8,0.23
90700,Shollie,Mixed Breed Dogs,1,30.101,18716.64,1.61,43.2,Very Large,2.4,0.03
90700,Shiba Inu,Companion Dogs,13,30.101,18716.64,1.61,43.2,Medium,4.2,0.43
90700,Shih Tzu,Companion Dogs,19,30.101,18716.64,1.61,43.2,Medium,3.8,0.63
90700,Siberian Husky,Working Dogs,12,30.101,18716.64,1.61,43.2,Very Large,2.6,0.4
90700,Skye Terrier,Terrier Dogs,6,30.101,18716.64,1.61,43.2,Large,3.4,0.2
90700,Scottish Deerhound,Hound Dogs,14,30.101,18716.64,1.61,43.2,Very Large,2.2,0.47
90700,Shih Tzu,Companion Dogs,24,30.101,18716.64,1.61,43.2,Medium,3.8,0.8
90700,Staffordshire Bull Terrier,Terrier Dogs,18,30.101,18716.64,1.61,43.2,Large,2.6,0.6
90700,Tibetan Spaniel,Companion Dogs,1,30.101,18716.64,1.61,43.2,Medium,3.2,0.03
90700,Poodle,Companion Dogs,1,30.101,18716.64,1.61,43.2,Large,3.6,0.03
90700,Goberian,Mixed Breed Dogs,1068,30.101,18716.64,1.61,43.2,Very Large,2.6,35.48
90700,English Foxhound,Hound Dogs,6,30.101,18716.64,1.61,43.2,Very Large,2.6,0.2
90700,Weimaraner,Sporting Dogs,10,30.101,18716.64,1.61,43.2,Very Large,2.4,0.33
90700,Deutscher Wachtelhund,Sporting Dogs,2,30.101,18716.64,1.61,43.2,Very Large,2.8,0.07
90700,Corgi Inu,Mixed Breed Dogs,6,30.101,18716.64,1.61,43.2,Medium,3.4,0.2
90700,Welsh Terrier,Terrier Dogs,4,30.101,18716.64,1.61,43.2,Medium,2.6,0.13
90700,Welsh Terrier,Terrier Dogs,4,30.101,18716.64,1.61,43.2,Medium,2.6,0.13
90700,West Highland White Terrier,Terrier Dogs,26,30.101,18716.64,1.61,43.2,Medium,3.6,0.86
90700,Whippet,Hound Dogs,14,30.101,18716.64,1.61,43.2,Large,3.2,0.47
90700,Greyhound,Hound Dogs,3,30.101,18716.64,1.61,43.2,Very Large,2.6,0.1
90700,Finnish Spitz,Sporting Dogs,4,30.101,18716.64,1.61,43.2,Large,3.0,0.13
90700,Yorkshire Terrier,Companion Dogs,66,30.101,18716.64,1.61,43.2,Very Small,3.6,2.19
90700,German Pinscher,Working Dogs,35,30.101,18716.64,1.61,43.2,Large,3.2,1.16
90700,Pudelpointer,Working Dogs,8,30.101,18716.64,1.61,43.2,Very Large,2.2,0.27
90700,Giant Schnauzer,Working Dogs,24,30.101,18716.64,1.61,43.2,Very Large,2.4,0.8
90700,German Spitz,Companion Dogs,37,30.101,18716.64,1.61,43.2,Large,3.0,1.23
90700,Doberman Pinscher,Working Dogs,13,30.101,18716.64,1.61,43.2,Very Large,2.8,0.43
90800,Airedale Terrier,Terrier Dogs,6,23.56,21615.76,1.09,43.4,Very Large,2.2,0.25
90800,Akita Pit,Mixed Breed Dogs,1,23.56,21615.76,1.09,43.4,Very Large,2.6,0.04
90800,Alaskan Malamute,Working Dogs,6,23.56,21615.76,1.09,43.4,Very Large,2.4,0.25
90800,American Pit Bull Terrier,Terrier Dogs,6,23.56,21615.76,1.09,43.4,Very Large,2.4,0.25
90800,American Staffordshire Terrier,Terrier Dogs,32,23.56,21615.76,1.09,43.4,Very Large,2.2,1.36
90800,Deutscher Wachtelhund,Sporting Dogs,11,23.56,21615.76,1.09,43.4,Very Large,2.8,0.47
90800,Aussiedoodle,Mixed Breed Dogs,2,23.56,21615.76,1.09,43.4,Very Large,2.6,0.08
90800,Australian Shepherd,Herding Dogs,13,23.56,21615.76,1.09,43.4,Very Large,2.8,0.55
90800,Basset Fauve de Bretagne,Hound Dogs,1,23.56,21615.76,1.09,43.4,Large,3.4,0.04
90800,Basset Hound,Hound Dogs,18,23.56,21615.76,1.09,43.4,Very Large,3.6,0.76
90800,Beagle,Hound Dogs,62,23.56,21615.76,1.09,43.4,Medium,2.8,2.63
90800,Bearded Collie,Herding Dogs,11,23.56,21615.76,1.09,43.4,Very Large,3.4,0.47
90800,Belgian Sheepdog,Herding Dogs,3,23.56,21615.76,1.09,43.4,Very Large,3.6,0.13
90800,Appenzeller Sennenhunde,Herding Dogs,13,23.56,21615.76,1.09,43.4,Very Large,2.6,0.55
90800,Bichon Frise,Companion Dogs,11,23.56,21615.76,1.09,43.4,Small,3.8,0.47
90800,Boerboel,Working Dogs,1,23.56,21615.76,1.09,43.4,Very Large,2.0,0.04
90800,Bolognese,Companion Dogs,11,23.56,21615.76,1.09,43.4,Small,3.4,0.47
90800,Border Collie,Herding Dogs,60,23.56,21615.76,1.09,43.4,Large,2.8,2.55
90800,Border Terrier,Terrier Dogs,3,23.56,21615.76,1.09,43.4,Medium,3.0,0.13
90800,Boston Terrier,Companion Dogs,2,23.56,21615.76,1.09,43.4,Medium,4.0,0.08
90800,Boxer,Working Dogs,19,23.56,21615.76,1.09,43.4,Very Large,2.8,0.81
90800,Greyhound,Hound Dogs,12,23.56,21615.76,1.09,43.4,Very Large,2.6,0.51
90800,Briard,Herding Dogs,4,23.56,21615.76,1.09,43.4,Very Large,3.4,0.17
90800,Bulldog,Companion Dogs,2,23.56,21615.76,1.09,43.4,Very Large,3.4,0.08
90800,Bull Terrier,Terrier Dogs,12,23.56,21615.76,1.09,43.4,Very Large,3.0,0.51
90800,Coton de Tulear,Companion Dogs,3,23.56,21615.76,1.09,43.4,Small,3.6,0.13
90800,Cavalier King Charles Spaniel,Companion Dogs,33,23.56,21615.76,1.09,43.4,Medium,3.8,1.4
90800,Cesky Terrier,Terrier Dogs,2,23.56,21615.76,1.09,43.4,Medium,3.8,0.08
90800,Chihuahua,Companion Dogs,60,23.56,21615.76,1.09,43.4,Very Small,3.2,2.55
90800,Chihuahua,Companion Dogs,11,23.56,21615.76,1.09,43.4,Very Small,3.2,0.47
90800,Chow Chow,Working Dogs,9,23.56,21615.76,1.09,43.4,Very Large,3.4,0.38
90800,Cocker Spaniel,Sporting Dogs,3,23.56,21615.76,1.09,43.4,Large,3.6,0.13
90800,Collie,Herding Dogs,16,23.56,21615.76,1.09,43.4,Very Large,3.6,0.68
90800,Dachshund,Hound Dogs,68,23.56,21615.76,1.09,43.4,Medium,3.4,2.89
90800,Dalmatian,Companion Dogs,4,23.56,21615.76,1.09,43.4,Very Large,3.0,0.17
90800,Dutch Shepherd,Herding Dogs,10,23.56,21615.76,1.09,43.4,Very Large,3.0,0.42
90800,German Shepherd Dog,Herding Dogs,1,23.56,21615.76,1.09,43.4,Very Large,3.2,0.04
90800,German Pinscher,Working Dogs,4,23.56,21615.76,1.09,43.4,Large,3.2,0.17
90800,German Pinscher,Working Dogs,49,23.56,21615.76,1.09,43.4,Large,3.2,2.08
90800,German Spitz,Companion Dogs,6,23.56,21615.76,1.09,43.4,Large,3.0,0.25
90800,Goberian,Mixed Breed Dogs,12,23.56,21615.76,1.09,43.4,Very Large,2.6,0.51
90800,Dogo Argentino,Sporting Dogs,22,23.56,21615.76,1.09,43.4,Very Large,1.8,0.93
90800,Rat Terrier,Terrier Dogs,16,23.56,21615.76,1.09,43.4,Medium,3.2,0.68
90800,Plott,Hound Dogs,4,23.56,21615.76,1.09,43.4,Very Large,2.0,0.17
90800,English Cocker Spaniel,Sporting Dogs,30,23.56,21615.76,1.09,43.4,Large,3.8,1.27
90800,English Setter,Sporting Dogs,16,23.56,21615.76,1.09,43.4,Very Large,2.6,0.68
90800,Appenzeller Sennenhunde,Herding Dogs,11,23.56,21615.76,1.09,43.4,Very Large,2.6,0.47
90800,Belgian Tervuren,Herding Dogs,12,23.56,21615.76,1.09,43.4,Very Large,3.2,0.51
90800,Flat-Coated Retriever,Sporting Dogs,5,23.56,21615.76,1.09,43.4,Very Large,2.6,0.21
90800,French Bulldog,Companion Dogs,27,23.56,21615.76,1.09,43.4,Medium,3.2,1.15
90800,Toy Fox Terrier,Companion Dogs,10,23.56,21615.76,1.09,43.4,Very Small,3.0,0.42
90800,Golden Retriever,Sporting Dogs,62,23.56,21615.76,1.09,43.4,Very Large,2.8,2.63
90800,Gordon Setter,Sporting Dogs,2,23.56,21615.76,1.09,43.4,Very Large,2.8,0.08
90800,Havanese,Companion Dogs,82,23.56,21615.76,1.09,43.4,Small,3.6,3.48
90800,Hovawart,Working Dogs,5,23.56,21615.76,1.09,43.4,Very Large,2.4,0.21
90800,Irish Setter,Sporting Dogs,2,23.56,21615.76,1.09,43.4,Very Large,2.8,0.08
90800,American Leopard Hound,Hound Dogs,3,23.56,21615.76,1.09,43.4,Very Large,3.2,0.13
90800,Cavalier King Charles Spaniel,Companion Dogs,1,23.56,21615.76,1.09,43.4,Medium,3.8,0.04
90800,Jack Russell Terrier,Terrier Dogs,54,23.56,21615.76,1.09,43.4,Medium,3.0,2.29
90800,Kooikerhondje,Sporting Dogs,4,23.56,21615.76,1.09,43.4,Medium,3.4,0.17
90800,Labradoodle,Hybrid Dogs,5,23.56,21615.76,1.09,43.4,Very Large,3.8,0.21
90800,Labrador Retriever,Sporting Dogs,173,23.56,21615.76,1.09,43.4,Very Large,2.8,7.34
